2018 09 02				
'UIV-2026'				
2018 09 02				
'days'				
4				
'Oil Rate SC'	'Water Rate SC'	'Gas Rate SC'	'Well Bottom-hole Pressure'	
559	0	0	0	61797.3552
560	0	0	0	63572.99869
561	0	0	0	62115.91214
562	0	0	0	63197.86115
563	0	0	0	63689.77795
564	0	0	0	63116.85976
565	0	0	0	62185.68034
566	0	0	0	63969.4454
567	0	0	0	62166.28122
568	0	0	0	61652.66815
569	0	0	0	63034.8037
570	0	0	0	61683.0704
571	0	0	0	61698.42592
572	0	0	0	61997.878
573	0	0	0	61493.68945
574	0	0	0	63808.79807
575	0	0	0	62310.49503
576	0	0	0	63306.09689
577	0	0	0	63677.41538
578	0	0	0	62614.22478
579	0	0	0	61639.30078
580	0	0	0	62733.43088
581	0	0	0	63981.56441
582	0	0	0	63341.22873
583	0	0	0	62353.50716
584	0	0	0	63621.94083
585	0	0	0	62272.12696
586	0	0	0	63078.32945
587	0	0	0	61787.96994
588	0	0	0	61719.20403
589	0	0	0	61603.00529
590	0	0	0	62942.62392
591	0	0	0	62158.01814
592	0	0	0	62551.25105
593	0	0	0	62859.519
594	0	0	0	61868.65814
595	0	0	0	63145.6014
596	0	0	0	63807.45987
597	0	0	0	63936.82496
598	0	0	0	61895.76687
599	0	0	0	62669.48702
600	0	0	0	63386.9713
601	0	0	0	62278.42434
602	0	0	0	63378.99536
603	0	0	0	62779.72692
604	0	0	0	62113.87923
605	0	0	0	63361.63257
606	0	0	0	62440.56945
607	0	0	0	63807.69736
608	0	0	0	61515.41056
609	0	0	0	63827.30461
610	0	0	0	61725.26463
611	0	0	0	63798.03576
612	0	0	0	63330.24766
613	0	0	0	62054.75299
614	0	0	0	61585.12467
615	0	0	0	63927.13003
616	0	0	0	63608.90171
617	0	0	0	62366.80963
618	0	0	0	62841.57228
619	0	0	0	61785.51436
620	0	0	0	63137.54506
621	0	0	0	62901.29558
622	0	0	0	63315.52936
623	0	0	0	63357.62984
624	0	0	0	61940.47239
625	0	0	0	63630.69794
626	0	0	0	61697.74965
627	0	0	0	62937.2322
628	0	0	0	62103.44151
629	0	0	0	61971.85099
630	0	0	0	63503.01692
631	0	0	0	61981.81307
632	0	0	0	61736.44785
633	0	0	0	62423.97539
634	0	0	0	62512.20182
635	0	0	0	63591.40351
636	0	0	0	61808.54974
637	0	0	0	62654.83062
638	0	0	0	62741.06621
639	0	0	0	63403.16097
640	0	0	0	63650.75081
641	0	0	0	62560.98539
642	0	0	0	61618.55152
643	0	0	0	63968.76411
644	0	0	0	63796.94988
645	0	0	0	63740.44819
646	0	0	0	61922.65788
647	0	0	0	63108.81818
648	0	0	0	61617.49855
649	0	0	0	63223.98039
650	0	0	0	63284.856
651	0	0	0	63396.76064
652	0	0	0	63819.65715
653	0	0	0	61627.59344
654	0	0	0	63152.16925
655	0	0	0	63307.97552
656	0	0	0	63612.03862
657	0	0	0	61953.84658
658	0	0	0	63207.8891
659	0	0	0	62123.87028
660	0	0	0	63965.64789
661	0	0	0	61631.30492
662	0	0	0	63439.5996
663	0	0	0	61721.95711
664	0	0	0	62514.99106
665	0	0	0	61721.35265
666	0	0	0	62449.49191
667	0	0	0	62192.25329
668	0	0	0	62511.71988
669	0	0	0	63242.84919
670	0	0	0	63771.93609
671	0	0	0	62029.00753
672	0	0	0	62521.62647
673	0	0	0	61992.62691
674	0	0	0	61600.77116
675	0	0	0	62347.99437
676	0	0	0	61660.3932
677	0	0	0	62022.30532
678	0	0	0	63435.1012
679	0	0	0	63282.52544
680	0	0	0	63186.87594
681	0	0	0	63917.31486
682	0	0	0	62792.99839
683	0	0	0	62052.15279
684	0	0	0	63038.11483
685	0	0	0	63102.90185
686	0	0	0	62180.93157
687	0	0	0	63451.22114
688	0	0	0	63866.91885
689	0	0	0	62022.09038
690	0	0	0	61979.2323
691	0	0	0	62039.80554
692	0	0	0	63508.00018
693	0	0	0	63626.80515
694	0	0	0	62708.81908
695	0	0	0	62018.00331
696	0	0	0	63455.1678
697	0	0	0	62578.78622
698	0	0	0	61615.06471
699	0	0	0	63937.62025
700	0	0	0	63849.02032
701	0	0	0	61855.63124
702	0	0	0	63417.9105
703	0	0	0	61637.67432
704	0	0	0	62941.44684
705	0	0	0	63373.0814
706	0	0	0	63567.74092
707	0	0	0	63918.46612
708	0	0	0	62685.12626
709	0	0	0	62829.2901
710	0	0	0	61516.11539
711	0	0	0	63831.08663
712	0	0	0	63264.551
713	0	0	0	62657.78526
714	0	0	0	62339.95025
715	0	0	0	62989.25527
716	0	0	0	63281.9083
717	0	0	0	62998.01314
718	0	0	0	63974.70631
719	0	0	0	63738.92797
720	0	0	0	63477.9414
721	0	0	0	62144.31088
722	0	0	0	63712.71836
723	0	0	0	63784.10082
724	0	0	0	63082.33551
725	0	0	0	61530.41945
726	0	0	0	63647.87366
727	0	0	0	61507.45928
728	0	0	0	61740.65544
729	0	0	0	61520.43233
730	0	0	0	63532.61501
731	0	0	0	63904.87443
732	0	0	0	63641.28443
733	0	0	0	63147.2278
734	0	0	0	63408.00714
735	0	0	0	62690.45813
736	0	0	0	61642.68657
737	0	0	0	62069.19101
738	0	0	0	61962.05221
739	0	0	0	63384.89304
740	0	0	0	63299.59474
741	0	0	0	62440.15057
742	0	0	0	62935.68705
743	0	0	0	62646.50722
744	0	0	0	63780.6561
745	0	0	0	61814.239
746	0	0	0	62978.26429
747	0	0	0	63678.52583
748	0	0	0	62725.22551
749	0	0	0	62397.19774
750	0	0	0	63397.57304
751	0	0	0	62632.06034
752	0	0	0	62668.73864
753	0	0	0	62276.89069
754	0	0	0	61634.65896
755	0	0	0	63199.01084
756	0	0	0	63236.07324
757	0	0	0	61859.45742
758	0	0	0	62395.75877
759	0	0	0	62358.19177
760	0	0	0	61537.44128
761	0	0	0	61739.00113
762	0	0	0	61762.03581
763	0	0	0	61957.31181
764	0	0	0	62926.35068
765	0	0	0	62121.53313
766	0	0	0	61783.85628
767	0	0	0	61647.76242
768	0	0	0	62340.20729
769	0	0	0	62627.11763
770	0	0	0	63857.42232
771	0	0	0	62748.51321
772	0	0	0	63148.9723
773	0	0	0	62547.26665
774	0	0	0	63244.46535
775	0	0	0	63662.01111
776	0	0	0	63605.52114
777	0	0	0	62892.72594
778	0	0	0	63328.04374
779	0	0	0	63865.49491
780	0	0	0	62758.65448
781	0	0	0	62776.94565
782	0	0	0	61668.72443
783	0	0	0	62121.97243
784	0	0	0	63624.57673
785	0	0	0	61513.43146
786	0	0	0	61602.89867
787	0	0	0	63423.54191
788	0	0	0	62711.89653
789	0	0	0	63991.92478
790	0	0	0	63957.19608
791	0	0	0	62736.88862
792	0	0	0	63952.02219
793	0	0	0	63053.58083
794	0	0	0	62494.6334
795	0	0	0	62744.15693
796	0	0	0	63447.94327
797	0	0	0	61706.48244
798	0	0	0	62942.14964
799	0	0	0	63521.5116
800	0	0	0	63178.70071
801	0	0	0	63708.80246
802	0	0	0	63853.43354
803	0	0	0	63775.26263
804	0	0	0	62584.29823
805	0	0	0	62724.71665
806	0	0	0	61837.38689
807	0	0	0	61788.33199
808	0	0	0	63570.89804
809	0	0	0	61514.91662
810	0	0	0	62087.99864
811	0	0	0	63060.40917
812	0	0	0	62968.60245
813	0	0	0	63495.63243
814	0	0	0	63851.65264
815	0	0	0	62709.42013
816	0	0	0	62960.09097
817	0	0	0	63105.41636
818	0	0	0	62022.02174
819	0	0	0	62339.96614
820	0	0	0	63469.51827
821	0	0	0	62676.58332
822	0	0	0	62117.48275
823	0	0	0	61830.22626
824	0	0	0	62009.64715
825	0	0	0	61909.79279
826	0	0	0	61957.6594
827	0	0	0	63147.28098
828	0	0	0	62634.68937
829	0	0	0	62711.89766
830	0	0	0	62570.82682
831	0	0	0	61790.61272
832	0	0	0	61753.58437
833	0	0	0	63113.0698
834	0	0	0	61648.88693
835	0	0	0	62974.35078
836	0	0	0	62663.03588
837	0	0	0	62938.61007
838	0	0	0	61953.82404
839	0	0	0	62998.63966
840	0	0	0	63959.40775
841	0	0	0	62482.12103
842	0	0	0	63056.58133
843	0	0	0	63048.82465
844	0	0	0	63647.34336
845	0	0	0	61793.02274
846	0	0	0	63790.4263
847	0	0	0	63404.56122
848	0	0	0	61762.01523
849	0	0	0	61909.71167
850	0	0	0	63885.58493
851	0	0	0	62616.24177
852	0	0	0	63153.23744
853	0	0	0	63097.13157
854	0	0	0	62038.25869
855	0	0	0	62355.28424
856	0	0	0	63250.08314
857	0	0	0	63932.57407
858	0	0	0	63988.79322
859	0	0	0	62323.87198
860	0	0	0	63642.74961
861	0	0	0	63828.9891
862	0	0	0	62712.72801
863	0	0	0	63507.0053
864	0	0	0	62642.96962
865	0	0	0	62797.18228
866	0	0	0	62042.70724
867	0	0	0	61640.90782
868	0	0	0	62637.83759
869	0	0	0	63547.50135
870	0	0	0	63145.77725
871	0	0	0	61732.85185
872	0	0	0	61993.64153
873	0	0	0	62200.48996
874	0	0	0	62578.8101
875	0	0	0	62870.16409
876	0	0	0	63282.73288
877	0	0	0	62833.19824
878	0	0	0	61684.45339
879	0	0	0	61726.65123
880	0	0	0	63078.47455
881	0	0	0	61962.44442
882	0	0	0	63244.31684
883	0	0	0	61664.05959
884	0	0	0	62624.36577
885	0	0	0	63297.58782
886	0	0	0	62682.94315
887	0	0	0	63027.9335
888	0	0	0	62110.88044
889	0	0	0	63841.42473
890	0	0	0	62461.59425
891	0	0	0	61706.3574
892	0	0	0	62802.3552
893	0	0	0	61630.8524
894	0	0	0	61723.38888
895	0	0	0	61678.78012
896	0	0	0	62343.72496
897	0	0	0	63855.06735
898	0	0	0	62380.08415
899	0	0	0	63345.37122
900	0	0	0	62467.77365
901	0	0	0	62791.77345
902	0	0	0	63788.31913
903	0	0	0	63493.32518
904	0	0	0	61879.12556
905	0	0	0	63745.20584
906	0	0	0	62099.28819
907	0	0	0	63839.18171
908	0	0	0	63579.35275
909	0	0	0	62130.03469
910	0	0	0	61577.14404
911	0	0	0	63747.09134
912	0	0	0	61876.60678
913	0	0	0	63926.33986
914	0	0	0	63759.3729
915	0	0	0	61680.79302
916	0	0	0	63450.10353
917	0	0	0	61714.46706
918	0	0	0	61838.26215
919	0	0	0	63583.97759
920	0	0	0	62522.80504
921	0	0	0	63024.55539
922	0	0	0	63881.27459
923	0	0	0	62491.87284
924	0	0	0	62171.1334
925	0	0	0	63125.15824
926	0	0	0	61802.64454
927	0	0	0	62887.07132
928	0	0	0	61825.05774
929	0	0	0	64007.26146
930	0	0	0	62595.41055
931	0	0	0	63890.84486
932	0	0	0	62817.71968
933	0	0	0	61814.39085
934	0	0	0	63590.21508
935	0	0	0	62249.38957
936	0	0	0	62250.6733
937	0	0	0	61796.54188
938	0	0	0	63141.1625
939	0	0	0	62014.02326
940	0	0	0	61926.66269
941	0	0	0	63121.41974
942	0	0	0	63824.67527
943	0	0	0	64003.70815
944	0	0	0	62616.75667
945	0	0	0	62579.57908
946	0	0	0	61638.38978
947	0	0	0	62117.69348
948	0	0	0	62882.54738
949	0	0	0	62197.49238
950	0	0	0	63645.85312
951	0	0	0	62268.63106
952	0	0	0	62846.23206
953	0	0	0	62007.40459
954	0	0	0	62278.38201
955	0	0	0	63131.4258
956	0	0	0	62002.21788
957	0	0	0	63159.04445
958	0	0	0	63973.39595
959	0	0	0	62179.98715
960	0	0	0	61506.65382
961	0	0	0	62621.80699
962	0	0	0	62701.6187
963	0	0	0	63866.34228
964	0	0	0	62548.34753
965	0	0	0	62150.91391
966	0	0	0	63594.13923
967	0	0	0	63032.58975
968	0	0	0	63704.81514
969	0	0	0	62724.7804
970	0	0	0	62284.97517
971	0	0	0	63259.99306
972	0	0	0	63952.06167
973	0	0	0	62105.93788
974	0	0	0	62585.01062
975	0	0	0	63075.88033
976	0	0	0	61678.28169
977	0	0	0	61880.07002
978	0	0	0	63210.05677
979	0	0	0	62190.94814
980	0	0	0	63901.33904
981	0	0	0	63967.67061
982	0	0	0	63538.59036
983	0	0	0	63368.09861
984	0	0	0	63402.9406
985	0	0	0	62962.67343
986	0	0	0	61804.27306
987	0	0	0	61840.80212
988	0	0	0	63254.835
989	0	0	0	61992.84766
990	0	0	0	63060.5705
991	0	0	0	63157.24433
992	0	0	0	63769.93361
993	0	0	0	63224.85572
994	0	0	0	62790.02887
995	0	0	0	63625.6044
996	0	0	0	63736.83428
997	0	0	0	63218.26368
998	0	0	0	63665.84684
999	0	0	0	61852.05616
1000	0	0	0	63777.97105
1001	0	0	0	61994.755
1002	0	0	0	63721.15806
1003	0	0	0	63164.43633
1004	0	0	0	63436.02241
1005	0	0	0	63305.98534
1006	0	0	0	63392.46503
1007	0	0	0	62562.67797
1008	0	0	0	62423.13464
1009	0	0	0	62411.77395
1010	0	0	0	62328.31976
1011	0	0	0	63391.7496
1012	0	0	0	62660.18312
1013	0	0	0	61617.01608
1014	0	0	0	63304.49589
1015	0	0	0	62146.24727
1016	0	0	0	63965.51372
1017	0	0	0	62179.07526
1018	0	0	0	61667.62955
1019	0	0	0	61621.48937
1020	0	0	0	62573.13535
1021	0	0	0	62790.01698
1022	0	0	0	62754.75102
1023	0	0	0	62906.74187
1024	0	0	0	62915.07126
1025	0	0	0	63458.57536
1026	0	0	0	63030.33614
1027	0	0	0	63286.7536
1028	0	0	0	61634.70381
1029	0	0	0	62315.2039
1030	0	0	0	62494.15896
1031	0	0	0	63268.74227
1032	0	0	0	61968.2897
1033	0	0	0	61740.02424
1034	0	0	0	61676.63783
1035	0	0	0	62100.69593
1036	0	0	0	62396.95299
1037	0	0	0	63804.6267
1038	0	0	0	63072.52548
1039	0	0	0	62572.57688
1040	0	0	0	62642.88875
1040.6	0	0	0	63895.77238
1041	0	0	0	62968.10979
1042	0	0	0	61954.81917
1043	6056.021432	0.412177068	2648541.784	55104.05211
1044	5902.123127	0.551377389	2613918.201	51229.53903
1045	6113.50324	0.660615766	2682745.984	51622.1268
1046	6087.505878	0.687198816	2597567.289	50246.56662
1047	5781.185315	0.698144719	2629985.559	51336.1216
1048	6104.54308	0.711998075	2683547.081	50050.92338
1049	5763.485638	0.778276474	2535967.794	50928.39263
1050	5978.621405	0.727484285	2661904.692	49914.85013
1051	5737.050761	0.779167203	2677228.471	49429.42672
1052	6009.977912	0.775534612	2506208.099	48616.21375
1053	5826.37731	0.780256438	2570591.635	49953.4834
1054	6085.616465	0.766874078	2620326.341	48909.4431
1055	5866.713952	0.835979379	2471123.226	49497.03837
1056	5964.892211	0.854051283	2475079.617	49313.97851
1057	5883.322277	0.820339448	2607276.011	50263.33135
1058	5739.357086	0.871820434	2604553.908	49310.66336
1059	5808.76085	0.833816883	2660810.387	48788.46645
1060	6117.301178	0.796478657	2618564.416	48653.91419
1061	5741.472651	0.835011716	2432155.754	49042.69759
1062	5917.616086	0.868600313	2469103.707	49200.46575
1063	5926.11551	0.818161014	2512197.377	48606.10086
1064	6092.615294	0.775447969	2517399.066	49505.46624
1065	6643.558405	1.165964541	2867259.298	48088.63401
1066	6986.516058	1.192624815	2973217.67	47225.93306
1067	6862.144851	1.218935335	3001202.931	47895.08835
1068	6989.270593	1.273220571	3016301.397	47851.77911
1069	6629.772638	1.158257736	2876972.792	46591.40631
1070	6925.358784	1.191871527	2952616.406	45896.13478
1071	6794.433325	1.29306961	2793081.188	46076.46428
1072	6759.560325	1.221194232	2975885.427	46586.08612
1073	6918.834725	1.394406518	2763701.083	45539.32559
1074	7012.319506	1.318708036	3018940.602	47849.91967
1075	6817.317635	1.276771344	3002668.183	45674.28394
1076	6611.374238	1.182850951	2869281.332	46521.83651
1077	6884.731267	1.227040795	2820579.378	47598.95058
1078	0	0	0	58123.34152
1078.8	7224.092735	0.830088452	3150461.255	50879.96529
1079	7047.295993	1.212807863	2885502.603	48538.15121
1080	6629.153654	1.518913264	2855822.523	46353.15158
1081	6975.125829	2.355322007	2920820.016	46555.7715
1082	6474.719115	3.075799383	2786694.787	46802.61938
1083	7026.671008	4.311476269	2939148.939	46877.75089
1084	7007.496368	5.859063153	3036958.549	47110.76899
1085	6238.369654	9.757932925	2825572.728	46751.69291
1086	6472.478071	12.04103627	2739440.068	48231.3932
1087	6417.785322	16.68632131	2662865.968	46000.38823
1088	6234.611368	20.18010808	2694213.263	46796.50169
1089	6515.159758	23.90865498	2755660.76	45896.79443
1090	6250.421555	30.70489026	2836142.972	46423.05612
1091	6165.801828	32.81271399	2812720.429	47415.2104
1092	6568.105632	40.88101891	2597748.842	46941.22266
1093	6174.863334	50.00703702	2730594.392	46174.7386
1094	6046.61879	53.72900801	2608359.07	47001.37813
1095	6237.752555	54.45961492	2720517.63	45889.64468
1096	6110.471084	65.49728406	2796462.587	46091.62271
1097	6499.801201	69.24669721	2789551.287	46345.78163
1098	6141.511021	69.86409458	2762933.886	46707.22412
1099	6063.684036	86.17237723	2763613.316	46878.34182
1100	6369.572808	78.19732276	2647409.942	46881.57757
1101	6599.461548	94.08529134	2771757.524	45721.18316
1101.5	6371.991621	95.29679529	2675838.79	46254.76362
1102	6354.134905	96.05092005	2635002.436	45636.6221
1103	6089.452144	100.6418902	2564224.227	46296.91608
1104	6437.236839	104.8421151	2696738.348	46310.81737
1105	6325.92148	100.8804175	2770215.599	46429.24656
1106	5982.289698	108.9332156	2753400.88	45745.70166
1107	6217.397322	106.009193	2711300.975	45803.04103
1108	6357.099905	113.9970718	2770786.076	46374.26193
1109	6309.880401	128.3160485	2603363.932	46360.9649
1110	6155.258701	113.7040405	2701543.368	45777.4732
1111	6234.336082	122.586643	2598011.468	45261.28182
1112	6024.386951	119.9971537	2786191.093	47276.31624
1113	6121.491897	130.8225692	2710832.567	47129.37119
1114	6090.969839	127.0509451	2587539.204	45380.08848
1115	6183.62079	132.7489679	2624278.402	45713.77591
1116	5943.966561	133.1557549	2679965.757	47022.93805
1117	6002.733549	147.6653893	2652016.594	45335.70035
1118	6161.940167	150.9182329	2597800.757	46534.4067
1119	6264.559196	154.2620044	2575658.271	45995.59754
1120	6158.983849	143.8010986	2597525.442	45352.054
1121	6279.203025	149.1291964	2588336.062	47310.84653
1122	5929.402053	150.1529399	2719822.654	45278.50101
1123	5975.963587	150.4844117	2669301.788	46779.2104
1124	6223.983062	160.3305858	2719807.255	46976.75426
1125	6174.189084	164.0436475	2532470.423	45508.33158
1126	6047.242989	154.3647055	2597580.484	45551.02717
1127	4646.987049	128.1257115	2107303.249	48270.74364
1128	4720.116657	136.1407143	2048532.037	48943.73178
1129	5112.599854	135.6144281	2092245.816	47571.23502
1130	5050.597386	137.2686655	2151501.807	48646.5665
1131	5059.468397	126.1842325	2125374.943	49419.59135
1132	4708.901311	133.8463996	2201132.263	47858.65809
1133	4830.945147	139.5676121	2022925.723	48269.03761
1134	4703.57933	139.9689866	2057291.316	49108.24059
1135	4840.462838	134.8521002	2084847.306	48037.38226
1136	4696.839053	135.788501	2134050.183	49154.6097
1137	5076.172122	147.8161147	2178462.829	48986.85321
1138	0	0	0	55899.67256
1139	0	0	0	57390.10319
1140	0	0	0	57497.75873
1141	5194.591429	127.0515097	2310346.265	51526.57226
1142	5266.014172	142.1994988	2219776.311	49303.61486
1143	5153.684312	131.39809	2192363.177	50194.26298
1144	4922.268345	132.2438596	2240748.575	49159.34232
1145	6266.080518	172.1696909	2831683.453	47922.61714
1146	4771.611209	143.2137906	2073904.632	47388.84239
1147	5098.448909	147.1396598	2225251.332	48442.23888
1148	4428.461106	130.3941434	1906052.393	49017.25154
1149	4277.97544	129.3941744	1951287.612	50429.35697
1150	4363.508072	140.9330173	1917573.902	50803.45778
1151	4392.735584	136.8289568	1809522.38	48834.92668
1152	4281.28865	144.6788742	1779711.437	49797.98648
1153	4253.775685	146.4476818	1800196.088	50205.01763
1154	5149.992825	162.7886711	2171083.055	50007.00597
1155	5087.577668	161.9610539	2345479.78	48701.41803
1156	5213.788342	188.5755335	2229957.958	48915.04632
1157	4202.752454	160.9849405	1852984.541	48292.25791
1158	4326.358619	152.7796189	1863327.412	49840.19247
1159	4424.580813	152.8007484	1810507.42	48684.0436
1160	4140.5343	154.9267228	1952995.051	49493.4782
1161	4085.1961	147.5389145	1830030.676	49883.86365
1162	4272.658295	160.1530456	1941008.027	48942.07283
1163	4380.517825	155.4001725	1788501.505	50817.27938
1164	4465.17377	157.177382	1756046.169	50036.97459
1165	4126.220545	154.0800881	1824957.123	49681.6742
1166	4103.640986	149.7355463	1944636.418	50621.46181
1167	5079.82909	189.3764286	2222959.756	48467.87064
1167.4	4441.157944	168.4746564	1812145.057	48285.20127
1168	4279.382701	158.2371748	1924204.384	49814.61557
1169	4332.815856	168.3378471	1827357.947	49198.30803
1170	4410.780493	157.7778114	1813293.351	49961.92346
1171	4094.111118	180.810601	1871860.495	49375.0651
1172	4174.705446	178.7664433	1785436.481	50062.6032
1173	4342.579859	176.1485298	1859171.611	49727.35426
1174	4959.874593	217.1523431	2186746.226	49760.08298
1175	5244.523976	225.7149626	2121728.244	47521.11056
1176	4930.486639	205.6805573	2168124.49	47720.14068
1177	4018.5194	197.3944111	1914556.715	49815.86657
1178	4360.160535	194.8953628	1939905.468	48652.65989
1179	4277.414717	186.5934804	1849407.461	49678.06533
1180	4044.104845	196.3418755	1869876.183	49436.38061
1181	4363.720917	188.2192606	1798904.854	48583.1291
1182	4252.53341	189.3611302	1844143.109	49654.67699
1183	4173.977332	177.3627398	1899524.278	49621.25375
1184	4299.270051	205.2652315	1802063.642	49997.22042
1185	4203.155234	196.7233824	1902424.168	48401.02891
1186	4472.305781	184.4528498	1805087.421	49614.94477
1187	4286.869787	183.6224913	1848936.158	48454.21997
1187.8	4280.583872	183.979008	1841955.894	48347.46607
1188	4122.699967	188.966253	1762857.113	48558.7633
1189	4169.990504	190.1840508	1741196.925	50452.59965
1190	4065.421159	198.8998981	1872120.2	50616.88635
1191	6279.24113	272.1189789	2670538.519	48265.18154
1191.6	4934.401474	222.3980871	2090907.233	48635.9137
1192	4092.129111	209.7903027	1889003.569	48189.71451
1193	4391.334138	216.0779895	1848988.555	49391.32178
1194	4093.996471	193.7897506	1894316.612	49738.50621
1195	4284.434379	203.2466068	1921041.47	49732.79158
1196	4067.969487	204.3288145	1808837.685	49493.98879
1197	4101.593083	228.7279605	1875845.822	49381.39375
1198	4340.842028	205.3160887	1873588.978	48736.08654
1199	4090.401743	226.045364	1807491.458	48206.40442
1200	4425.647581	219.9113392	1772829.758	50346.83014
1201	4275.358617	231.8715733	1757536.612	49258.94445
1202	4457.826007	211.3357376	1821028.685	49913.43927
1203	4160.554445	221.674999	1848386.245	49946.05278
1204	6110.79412	340.7716321	2613227.869	47593.19314
1205	5886.918885	300.627198	2681561.13	45846.11484
1206	6005.143689	338.9154841	2702110.178	44744.72769
1207	3981.619178	235.5874757	1833720.669	46802.358
1208	4383.711327	242.2573567	1774188.186	48016.02213
1209	4380.365792	239.5621817	1753606.691	50080.55453
1210	4640.30749	264.8720159	2084859.151	48909.89191
1211	4809.337648	285.8611935	1974693.551	47531.09919
1212	4666.841863	291.9460215	2076104.218	47104.53679
1213	4596.972665	257.7744047	2172036.526	48805.42379
1214	4938.405879	294.4937413	2164870.347	46698.45824
1215	4689.637968	269.4785611	1996904.784	46903.91593
1216	5059.227335	274.9741551	2151495.642	48555.72753
1217	4977.897228	285.8362597	2271461.568	47836.587
1218	5228.428609	281.5942244	2103087.686	46873.06106
1219	4984.330235	306.9502104	2201342.35	47753.13386
1219.6	5153.967217	310.8554211	2149252.048	46527.8645
1220	4969.110261	315.028821	2254202.744	46235.15778
1221	5290.250604	302.9104925	2202449.299	48202.73509
1222	4198.837475	270.206728	1836055.294	49151.97673
1223	4288.061402	243.381348	1747837.323	49059.48613
1224	4233.999513	252.1849241	1860638.197	48815.70239
1225	3935.246802	267.2399222	1728609.508	49643.66947
1226	4080.80819	278.9334497	1772788.331	50069.37573
1227	4010.48461	255.7737473	1764024.537	48904.09614
1228	4848.064765	330.8924377	2118677.244	48902.80152
1228.8	4101.986934	250.2938653	1794612.448	47716.62128
1229	4017.617898	288.9510948	1822103.978	48675.49492
1230	4334.530351	261.2951265	1820361.805	47905.5031
1231	4048.89222	270.5014091	1818216.784	49778.79334
1232	4001.780213	258.4204103	1711740.766	48025.28387
1233	4241.361692	263.5056228	1848824.803	48657.41263
1234	3967.542419	279.743887	1702491.714	49156.73777
1235	4315.084414	297.8278784	1696289.275	48173.71277
1236	4231.443974	274.8424972	1699142.457	49638.97603
1237	0	0	0	55898.41735
1238	0	0	0	56771.0001
1239	0	0	0	56136.36301
1240	4453.129971	266.1992479	1795651.715	52591.08357
1241	4403.47539	295.2478078	1753707.166	49163.47778
1242	4459.781946	290.6608431	1820290.596	48886.03998
1243	3989.953487	292.8348711	1775820.839	50528.26731
1244	4228.09532	306.902029	1771737.525	49825.32932
1245	4233.550029	274.4767906	1848793.786	48787.53381
1246	4338.455965	309.0071881	1889760.425	50402.97329
1247	4076.370043	273.8068422	1859931.216	49352.412
1248	4256.093178	316.4719998	1731919.99	49036.64892
1249	4031.941322	313.4113368	1761902.139	50166.72224
1250	4312.196015	289.1901048	1809873.802	50300.58271
1251	4208.895559	320.7880799	1702724.274	48679.82528
1252	3959.862174	290.0542989	1726909.751	48534.22339
1253	4282.636592	305.6780432	1702076.741	49671.76639
1254	4345.883236	293.4350591	1752535.001	49213.51763
1255	4233.648273	315.4099684	1764972.024	48529.16902
1256	4266.78027	322.4134791	1789583.816	48887.41938
1257	3923.221922	298.0040066	1713912.983	48426.81425
1258	4032.876862	319.0189665	1823142.209	50091.66844
1259	3972.660098	320.1919333	1840206.114	48161.81889
1260	4322.807356	313.7560601	1820503.656	48122.08572
1261	4136.596576	310.4059979	1855965.328	49233.13909
1262	4162.819572	337.2860545	1843174.085	50141.75817
1263	4276.131702	311.3725745	1769647.648	49748.86608
1264	3909.922748	354.9705251	1856325.372	49838.17687
1265	3998.959647	333.2788803	1829065.59	47936.61584
1266	4030.834297	353.8268443	1759325.209	50209.53139
1267	4299.871902	329.1254834	1834964.843	48481.68637
1268	4337.484839	328.5509763	1798113.6	50128.00229
1269	3937.280648	336.1906563	1812602.766	50218.99827
1270	4046.664061	328.383409	1688970.956	50136.59899
1271	0	0	0	55339.2495
1272	0	0	0	56968.7175
1273	0	0	0	56284.04971
1274	4365.586725	328.560525	1801255.856	53148.34115
1275	4275.47185	317.8107671	1820790.002	50859.31343
1276	4241.290021	324.2942336	1813546.154	48412.92559
1277	4089.838458	362.5113315	1736553.589	49790.10111
1278	4249.77106	357.507619	1804492.46	49309.04719
1279	4045.260535	328.05609	1844563.526	49360.24302
1280	4373.147556	368.8840363	1783705.362	48651.22356
1281	4290.428426	338.0076719	1755441.068	49603.92369
1282	4063.443881	383.8305904	1770635.433	48054.3287
1283	4255.573057	380.4173301	1846467.252	50093.12604
1284	4068.810834	367.5918048	1813452.026	49989.18413
1285	3923.899311	373.637602	1690169.797	49391.56569
1286	4156.672648	383.7132899	1848702.726	48032.90426
1287	4343.27989	385.3618017	1765566.287	48456.29884
1288	4858.546679	474.1439148	2121297.536	48834.2524
1289	4981.241791	438.8742345	2234820.654	47383.58927
1290	3945.356584	377.1949325	1763661.076	48959.70807
1291	4180.268749	398.3472739	1822209.93	49874.44256
1292	3978.857672	364.7084505	1670507.347	50101.2289
1293	3998.652173	362.2054324	1838731.188	49485.1126
1294	3933.503801	365.5855321	1681934.656	48050.83605
1295	4161.354292	366.898635	1783315.511	48086.33668
1296	4044.354407	374.8585557	1669968.869	49960.50196
1297	4160.117739	412.7081886	1665538.648	48392.89749
1298	3989.308654	377.3610354	1689729.007	48072.94408
1299	4279.577412	368.5293444	1695914.091	48633.20262
1300	4245.003112	380.1098461	1778197.996	50198.27478
1301	4291.685322	402.2116771	1694580.455	49780.2918
1302	4105.361029	427.6929865	1732606.899	49749.72187
