2018 09 02			
'UIV-2026'			
2018 09 02			
'days'			
3			
'Water Rate SC'	'Gas Rate SC'	'Well Bottom-hole Pressure'	
921	0	0	61560.99008
922	0	0	64155.17134
923	0	0	63837.69797
924	0	0	63242.33169
925	0	0	64095.7057
926	0	0	62072.64114
927	0	0	63088.54366
928	0	0	63616.59773
929	0	0	64147.41534
930	0	0	62964.61991
931	0	0	64009.85211
932	0	0	61980.18837
933	0	0	62050.79871
934	0	0	63163.78715
935	0	0	63683.01603
936	0	0	63569.88057
937	0	0	62877.60657
938	0	0	62525.00476
939	0	0	62612.9091
940	0	0	62279.12036
941	0	0	62205.48065
942	0	0	62203.69575
943	0	0	62995.1999
944	0	0	62289.2835
945	0	0	63388.18552
946	0	0	61412.10396
947	0	0	64204.73968
948	0	0	64216.33133
949	0	0	63974.54548
950	0	0	62010.05557
951	0	0	63995.58748
952	0	0	63336.47881
953	0	0	61396.41375
954	0	0	62032.16676
955	0	0	63677.93299
956	0	0	62173.74091
957	0	0	62313.62363
958	0	0	61613.4125
959	0	0	62391.45246
960	0	0	63213.7148
961	0	0	63937.63799
962	0	0	62416.59595
963	0	0	62110.62074
964	0	0	61555.46301
965	0	0	61836.20709
966	0	0	63572.46591
967	0	0	62660.25141
968	0	0	61691.77885
969	0	0	64225.06596
970	0	0	61528.9845
971	0	0	62532.67313
972	0	0	62275.73167
973	0	0	62080.39715
974	0	0	62664.79693
975	0	0	62313.26724
976	0	0	62277.42601
977	0	0	63617.39816
978	0	0	63475.46762
979	0	0	63135.7925
980	0	0	61600.39819
981	0	0	64142.875
982	0	0	63307.11927
983	0	0	63468.19842
984	0	0	63506.35436
985	0	0	62523.59655
986	0	0	63825.8607
987	0	0	63285.36633
988	0	0	62500.36762
989	0	0	63469.89932
990	0	0	63799.45094
991	0	0	64156.40388
992	0	0	63382.05551
993	0	0	62862.6856
994	0	0	63410.45778
995	0	0	63317.46619
996	0	0	62566.80932
997	0	0	64975.78291
998	0	0	65179.08744
999	0	0	64566.9289
1000	0	0	63112.78729
1001	0	0	62823.00082
1002	0	0	64642.1665
1003	0	0	63178.82559
1004	0	0	63890.60498
1005	0	0	63020.35099
1006	0	0	62905.49545
1007	0	0	62774.33727
1008	0	0	64220.38411
1009	0	0	63611.85943
1010	0	0	62607.8115
1011	0	0	62651.77254
1012	0	0	65127.99121
1013	0	0	62702.94252
1014	0	0	64419.60453
1015	0	0	63515.63015
1016	0	0	62878.22255
1017	0	0	63466.41654
1018	0	0	65233.42435
1019	0	0	63718.52943
1020	0	0	63639.6697
1021	0	0	63007.33663
1022	0	0	64143.79226
1023	0	0	63480.62851
1024	0	0	62985.42101
1025	0	0	62891.62127
1026	0	0	64276.66497
1027	0	0	64850.26738
1028	0	0	64814.64518
1029	0	0	63126.07587
1030	0	0	63417.84468
1031	0	0	62639.41935
1032	0	0	64822.48616
1033	0	0	64916.25503
1034	0	0	64559.9595
1035	0	0	64537.48805
1036	0	0	65210.39249
1037	0	0	62576.70124
1038	0	0	64724.22916
1039	0	0	64907.3517
1040	0	0	63438.04301
1040.6	0	0	65153.6122
1041	0	0	64326.2752
1042	0	0	63613.21505
1043	0	0	63543.14144
1044	0	0	63149.29708
1045	0	0	65223.30641
1046	0	0	63959.95824
1047	0	0	63543.25179
1048	0	0	64966.22144
1049	0	0	64252.6735
1050	0	0	64364.5915
1051	0	0	64193.784
1052	0	0	63634.09173
1053	0	0	63549.82074
1054	0	0	65474.11522
1055	0	0	64529.17804
1056	0	0	63401.79786
1057	0	0	63593.68671
1058	0	0	63749.08612
1059	0	0	62874.21637
1060	0	0	63041.38791
1061	0	0	64964.5782
1062	0	0	65410.19065
1063	0	0	65221.93414
1064	0	0	63172.01891
1065	0	0	64334.38163
1066	0	0	62692.43139
1067	0	0	63674.81762
1068	0	0	63269.76169
1069	0	0	64729.66023
1070	0	0	64975.03696
1071	0	0	63768.93
1072	0	0	64233.0063
1073	0	0	63133.21429
1074	0	0	64491.04572
1075	0	0	64449.66326
1076	0	0	64696.43083
1077	0	0	63196.94829
1078	0	0	63450.78538
1078.8	0	0	63857.16462
1079	0	0	62858.41653
1080	0	0	64747.70345
1081	0	0	63883.18243
1082	0	0	62760.64182
1083	0	0	63828.15968
1084	0	0	62650.45551
1085	0	0	63345.70083
1086	0	0	63891.09811
1087	0	0	65143.47629
1088	0	0	62683.70811
1089	0	0	64868.04279
1090	0	0	63262.56279
1091	0	0	64221.54173
1092	0	0	62773.80034
1093	0	0	63021.70998
1094	0	0	64153.17364
1095	0	0	64663.6947
1096	0	0	62699.21585
1097	0	0	64088.875
1098	0	0	63006.00397
1099	0	0	63312.34509
1100	0	0	65437.02634
1101	0	0	62774.84942
1101.5	0	0	63462.42761
1102	0	0	63635.90388
1103	0	0	65145.23339
1104	0	0	64121.25033
1105	0	0	63021.4607
1106	0	0	64554.38351
1107	0	0	65345.35616
1108	0	0	64328.16791
1109	0	0	64157.95371
1110	0	0	62471.73353
1111	0	0	64691.36814
1112	0	0	63137.33625
1113	0	0	62925.13129
1114	0	0	64813.10779
1115	0	0	64818.35269
1116	0	0	63643.75274
1117	0	0	63417.02211
1118	0	0	64490.99998
1119	0	0	63342.31233
1120	0	0	62789.79328
1121	0	0	64392.00597
1122	0	0	64272.4226
1123	0	0	64118.1182
1124	0	0	64390.13373
1125	0	0	64341.28784
1126	0	0	62538.20414
1127	0	0	64936.89191
1128	0	0	65072.81194
1129	0	0	63493.60333
1130	0	0	63133.70055
1131	0	0	62504.67682
1132	0	0	63063.63126
1133	0	0	62477.74401
1134	0	0	64995.11098
1135	0	0	64816.23973
1136	0	0	62420.50485
1137	0	0	63141.92863
1138	0	0	62969.24725
1139	0	0	64149.21723
1140	0	0	63619.47468
1141	0	0	63561.33195
1142	0	0	63215.11533
1143	0	0	62996.57664
1144	0	0	64911.57702
1145	0	0	64067.9752
1146	0	0	62285.67089
1147	0	0	62424.18805
1148	0	0	63067.96736
1149	0	0	64901.89386
1150	0	0	63801.17064
1151	0	0	63858.07672
1152	0	0	62508.977
1153	0	0	63191.36118
1154	0	0	64026.10424
1155	0	0	64191.05984
1156	0	0	64171.05657
1157	0	0	62206.93728
1158	0	0	62727.44898
1159	0	0	63210.9849
1160	0	0	64088.13205
1161	0	0	62737.13593
1162	0	0	63022.4313
1163	0	0	62950.31679
1164	0	0	64496.0498
1165	0	0	63838.23892
1166	0	0	63633.13074
1167	0	0	63448.43602
1167.4	0	0	63469.4426
1168	0	0	63521.93064
1169	0	0	63052.99098
1170	0	0	63807.85582
1171	0	0	63839.46742
1172	0	0	63131.63563
1173	0	0	64356.74948
1174	0	0	64239.51414
1175	0	0	64491.70573
1176	0	0	63053.77749
1177	0	0	65003.45885
1178	0	0	63332.24433
1179	0	0	63068.59238
1180	0	0	62298.18044
1181	0	0	64313.88728
1182	0	0	63818.02767
1183	0	0	62478.99656
1184	0	0	64244.77967
1185	0	0	64179.07452
1186	0	0	63486.86969
1187	0	0	63355.98721
1187.8	0	0	63006.157
1188	0	0	63457.25675
1189	0	0	62109.77779
1190	0	0	64168.36261
1191	0	0	62508.35821
1191.6	0	0	62629.94292
1192	0	0	63947.78318
1193	0	0	62846.86811
1194	0	0	64650.34022
1195	0	0	64529.15839
1196	0	0	62755.71387
1197	0	0	64049.03511
1198	0	0	63992.9657
1199	0	0	64262.94011
1200	0	0	62113.84741
1201	0	0	62484.51283
1202	0	0	64454.51079
1203	0	0	63962.78977
1204	0	0	62319.3103
1205	0	0	62093.80618
1206	0	0	64624.75411
1207	0	0	64461.40909
1208	0	0	63742.74746
1209	0	0	63414.24409
1210	0	0	62338.26045
1211	0	0	63660.40278
1212	0	0	64766.05642
1213	0	0	64273.73977
1214	0	0	63213.68698
1215	0	0	63511.2402
1216	0	0	63181.76636
1217	0	0	64749.38248
1218	0	0	64681.02798
1219	0	0	62625.81032
1219.6	0	0	62611.60775
1220	0	0	62927.93137
1221	0	0	64669.388
1222	0	0	62811.44553
1223	0	0	63524.90942
1224	0	0	64636.74968
1225	0	0	63547.74973
1226	0	0	63614.70258
1227	0	0	63853.8811
1228	0	0	64382.60986
1228.8	0	0	64537.1332
1229	0	0	64382.14242
1230	0	0	63438.19435
1231	0	0	64617.01542
1232	0	0	64628.89586
1233	0	0	62569.59802
1234	0	0	62133.47919
1235	0	0	64194.17795
1236	0	0	64668.27625
1237	0	0	64878.85418
1238	0	0	63397.76089
1239	0	0	62631.50809
1240	0	0	64267.99325
1241	0	0	64793.42601
1242	0	0	64398.98172
1243	0	0	63779.29444
1244	0	0	64348.90066
1245	0	0	64622.79189
1246	0	0	64969.29648
1247	0	0	63976.01016
1248	0	0	63483.48434
1249	0	0	63396.83533
1250	0	0	64729.65325
1251	0	0	63971.36579
1252	0	0	64981.64257
1253	0	0	62347.67843
1254	0	0	63127.1608
1255	0	0	63319.15407
1256	0	0	63309.94733
1257	0	0	64994.18806
1258	0	0	63942.52197
1259	0	0	64803.11058
1260	0	0	64877.87685
1261	0	0	64962.56479
1262	0	0	63847.23683
1263	0	0	62248.85766
1264	0	0	64900.71459
1265	0	0	63022.90203
1266	0	0	64659.30194
1267	0	0	62724.89164
1268	0	0	64671.13118
1269	0	0	62520.23617
1270	0	0	62507.99725
1271	0	0	63744.15475
1272	0	0	62672.47161
1273	0	0	64172.32769
1274	0	0	62343.88439
1275	0	0	62840.53798
1276	0	0	62842.25238
1277	0	0	62153.5563
1278	0	0	62215.90141
1279	0	0	64082.91245
1280	0	0	62721.15809
1281	0	0	62435.92853
1282	0	0	64543.0297
1283	0	0	62207.76452
1284	0	0	64795.49898
1285	0	0	63776.4918
1286	0	0	64659.88694
1287	0	0	62696.61373
1288	0	0	64978.08314
1289	0	0	63341.99305
1290	0	0	62146.0305
1291	0	0	62806.50214
1292	0	0	64465.61354
1293	0	0	62521.9227
1294	0	0	62797.44712
1295	0	0	63601.17154
1296	0	0	64778.04239
1297	0	0	64598.77542
1298	0	0	64008.00494
1299	0	0	64361.94925
1300	0	0	62916.8678
1301	0	0	63266.25574
1302	0	0	64673.37913
1303	0	0	62543.34801
1304	0	0	62118.98808
1305	0	0	63477.19836
1305.5	0	0	63082.29238
1306	0	0	63395.22799
1307	0	0	62402.87829
1308	0	0	63289.13761
1309	0	0	63397.89421
1310	0	0	63814.43483
1311	0	0	63962.35674
1312	0	0	64559.43383
1313	0	0	62985.2404
1314	0	0	64359.27431
1315	0	0	62257.33159
1316	0	0	64600.40094
1317	0	0	64626.80614
1318	0	0	62268.94838
1319	0	0	64924.35569
1320	0	0	64413.08188
1321	0	0	62442.14091
1322	0	0	64771.52544
1323	0	0	62476.89366
1324	0	0	63192.80666
1325	0	0	63133.63854
1326	0	0	63801.44378
1327	0	0	64959.62024
1328	0	0	63002.81083
1329	0	0	65004.6548
1330	0	0	64152.79106
1331	0	0	63274.5493
1332	0	0	62101.40975
1333	0	0	62231.71974
1334	0	0	62237.20152
1335	0	0	62505.0408
1336	0	0	63747.26822
1337	0	0	64228.10155
1338	0	0	64542.25492
1338.5	0	0	63534.6578
1339	0	0	64318.65028
1340	0	0	62798.38712
1341	0	0	63471.38006
1342	0	0	64105.91891
1343	0	0	62222.26517
1344	0	0	62912.33663
1345	0	0	62588.66988
1346	0	0	64028.78045
1347	0	0	63145.80701
1348	0	0	62919.87835
1349	0	0	63092.48235
1350	0	0	63641.54026
1351	0	0	64531.10184
1352	0	0	64871.45744
1353	0	0	62517.82713
1354	0	0	63673.49626
1355	0	0	62211.27119
1356	0	0	62298.21658
1357	0	0	62463.93911
1358	0	0	64404.33857
1359	0	0	62089.96632
1360	0	0	62676.4892
1361	0	0	63096.51579
1362	0	0	63478.45019
1363	0	0	63624.32144
1364	0	0	62628.77483
1365	0	0	64660.46645
1366	0	0	64918.56047
1367	0	0	62450.7518
1368	0	0	62388.54819
1369	0	0	62542.64592
1370	0	0	63537.09052
1371	0	0	62355.55698
1372	0	0	63949.0096
1373	0	0	64911.44557
1374	0	0	64171.00932
1375	0	0	64818.9594
1376	0	0	63243.45344
1377	0	0	63801.27452
1378	0	0	64776.93923
1379	0	0	64423.68144
1380	0	0	62818.67324
1381	0	0	64850.08874
1382	0	0	62812.65486
1383	0	0	62308.73352
1384	0	0	62607.32913
1385	0	0	62607.27077
1386	0	0	63752.47299
1387	0	0	64428.05125
1388	0	0	64051.63915
1389	0	0	63689.53007
1390	0	0	63261.6101
1391	0	0	62143.93005
1392	0	0	62764.15867
1393	0	0	62284.02351
1394	0	0	63918.42082
1395	0	0	64467.83414
1396	0	0	64978.16802
1397	0	0	64414.33844
1398	0	0	62847.60369
1399	7851.439104	0	59469.55479
1400	8554.561816	0	61969.90155
1401	8205.183501	0	59481.50813
1401.5	7998.936262	0	59746.87344
1402	7861.132215	0	61135.10082
1403	7698.247275	0	62219.68129
1404	8203.101781	0	60247.34642
1405	8341.246959	0	60806.21683
1406	8197.856326	0	60915.04371
1407	8423.697333	0	62218.75957
1408	8517.161129	0	60707.04905
1409	8141.668379	0	62184.19119
1410	9752.177496	0	60216.22809
1411	10101.91961	0	60125.95267
1412	8137.622739	0	60664.82555
1413	8146.000191	0	59913.33591
1414	8514.22227	0	62005.04974
1415	8295.403829	0	59983.81147
1416	8178.962693	0	60415.39773
1417	8071.667183	0	61065.9256
1418	7921.428332	0	61303.04544
1419	8383.84387	0	61327.81629
1420	7933.555666	0	62064.28828
1421	7913.007824	0	60396.2331
1422	8015.937537	0	60334.31593
1423	8032.239947	0	61653.37837
1424	8618.080344	0	60425.57634
1425	8342.62891	0	62217.54879
1426	8274.766087	0	59626.11225
1427	8006.710065	0	60518.58297
1428	8444.937784	0	61038.18069
1429	8504.213668	0	59863.60519
1429.8	8545.773101	0	60067.35141
1430	8235.47511	0	60901.36361
1431	8568.947192	0	61422.8508
1432	8396.71503	0	60159.01496
1433	8023.686134	0	60279.8631
1434	8380.372441	0	61980.29853
1435	8606.223247	0	62411.97735
1436	8002.824479	0	59900.51861
1437	8566.310542	0	61029.17288
1438	7935.981016	0	62048.57923
1439	8149.474292	0	59423.24442
1440	8371.877712	0	60986.14713
1441	8450.505406	0	61690.79658
1442	8266.596413	0	59860.64562
1443	8525.363515	0	60552.88921
1444	8125.738337	0	60992.9635
1445	8549.184887	0	60120.89057
1446	8178.101068	0	62110.73569
1447	8479.296509	0	61788.91953
1448	8069.180342	0	59998.14973
1449	8093.804392	0	61383.03465
1450	8076.420448	0	60852.81009
1451	8682.28971	0	60357.77635
1452	8080.68788	0	60333.73045
1453	8416.586813	0	60574.09015
1454	8081.620859	0	62152.5293
1455	8544.894489	0	60773.87681
1456	8591.118248	0	60256.18666
1457	8230.98815	0	61043.8378
1458	8035.352516	0	60051.89468
1459	8117.052135	0	60105.50677
1460	8067.500457	0	60733.68234
1461	8165.868221	0	61516.74468
1462	8703.005891	0	60655.73207
1463	8437.191406	0	60661.03176
1464	8200.112421	0	61212.42146
1465	8364.627532	0	60054.02893
1466	8600.773031	0	61884.10115
1467	8350.836707	0	60757.39993
1467.6	8367.01827	0	60348.29027
1468	8572.170023	0	60970.50098
1469	8110.836749	0	61663.5414
1470	8156.35637	0	62402.97541
1471	8672.633949	0	62431.32178
1472	8451.690634	0	59652.91371
1473	8665.489405	0	62403.63388
1474	8492.91316	0	61160.13164
1475	8635.7241	0	60071.2349
1476	8297.838239	0	62462.05055
1477	8741.694883	0	61884.97732
1478	8184.966427	0	62281.39327
1479	8515.727521	0	60039.62466
1479.5	8397.696479	0	60925.52042
1480	8645.558171	0	62326.83108
1481	8118.736542	0	59633.0485
1482	8525.492914	0	61414.00139
1483	8408.192856	0	61733.89211
1484	8293.744267	0	61622.13492
1485	8167.947272	0	62264.66563
1486	8574.591504	0	60979.33107
1487	8700.063206	0	59614.33198
1488	8071.06733	0	61189.46489
1489	8584.278697	0	61373.85236
1490	8396.054491	0	61970.14115
1491	8526.914974	0	59781.66935
1492	8136.043305	0	60189.8263
1493	8185.204647	0	68887.0229
1494	8523.051317	0	73740.1218
1495	8065.893557	0	71731.06002
1496	8719.23785	0	72858.86693
1497	8198.810265	0	71371.91608
1498	8011.305642	0	72538.43665
1499	8410.547786	0	72694.11567
1500	7994.374445	0	72721.38147
1501	8655.003764	0	72184.30451
1502	8306.216577	0	72469.15103
1503	8160.868932	0	72863.3631
1504	8205.683832	0	71449.28424
1505	8112.493192	0	72914.044
1506	8585.064475	0	71144.31136
1507	8630.146635	0	72746.20888
1508	8153.198686	0	71276.14984
1509	8413.341398	0	70441.31512
1510	8309.583105	0	70531.49885
1511	7985.098814	0	71919.88906
1512	8108.768297	0	69953.90803
1513	8650.798577	0	69716.55585
1514	8332.192314	0	69979.42822
1515	8748.941711	0	72555.83877
1516	8196.88566	0	71974.90597
1517	7987.357769	0	70697.14483
1518	10277.07144	0	71713.90149
1519	9934.287545	0	72526.58686
1520	9606.909391	0	71918.73403
1521	0	0	69352.15194
1521.8	9985.04593	0	71426.77364
1522	9859.822382	0	71177.58822
1523	8356.93757	0	70334.3644
1524	8213.728985	0	70185.19107
1525	8504.566268	0	72387.62319
1526	0	0	70240.87892
1527	8719.29965	0	69699.30143
1528	7999.172828	0	72073.13822
1529	8336.555638	0	69574.22242
1530	8256.320168	0	69411.31182
1531	9336.25813	0	70277.86136
1532	9302.358687	0	72073.61184
1533	7856.291918	0	70767.6956
1534	7575.56701	0	70905.15461
1535	7875.61391	0	70532.31312
1536	8570.040627	0	69830.19636
1537	8335.469815	0	72396.59953
1538	8022.200557	0	70859.52324
1539	8402.779859	0	71632.31844
1540	8053.333937	0	72272.22133
1541	8228.316215	0	69666.27281
1542	8171.051545	0	69739.35054
1543	8275.836873	0	71936.04203
1544	8202.55522	0	72394.15625
1545	8347.730226	0	71597.88306
1546	8043.058984	0	70777.44728
1547	8373.853211	0	70365.82078
1548	8081.380798	0	70020.31127
1549	8090.078873	0	71605.19806
1550	8387.416356	0	70288.94875
1551	0	0	69647.38284
1552	0	0	68768.27069
1552.5	0	0	68557.02845
1553	0	0	67981.08371
1554	8484.547779	0	69388.25673
1555	8026.740887	0	71758.6952
1556	8188.651407	0	72056.25101
1557	8065.566621	0	70332.13762
1558	8155.001495	0	71551.23782
1559	8521.692094	0	69833.18258
1560	8599.441096	0	72309.54908
1561	7998.01364	0	71292.49725
1562	8013.785966	0	69518.2502
1563	8511.208817	0	71375.35837
1564	8171.72347	0	70671.08595
1565	8425.259467	0	70150.10774
1566	8629.725504	0	72301.37803
1567	7917.642565	0	69893.13519
1568	8050.399695	0	70028.12792
1569	8326.850409	0	71582.86075
1570	8451.495409	0	68360.93109
1571	7896.259263	0	69603.69549
1572	8265.421421	0	71428.04794
1573	8319.22832	0	70630.0376
1574	7730.12167	0	70490.18521
1575	7972.803848	0	71640.34909
1576	8052.413543	0	72168.49656
1577	8151.489628	0	72342.33278
1578	8332.8519	0	69968.48705
1579	0	0	71770.90563
1580	0	0	71693.99462
1581	0	0	70891.48364
1582	0	0	69746.39772
1583	0	0	70535.80198
1584	0	0	69404.68352
1585	0	0	69032.47245
1586	0	0	69442.63818
1587	0	0	69201.87304
1588	0	0	68903.52677
1589	0	0	67378.15863
1590	0	0	67459.01637
1591	0	0	67683.13716
1592	0	0	68773.85732
1593	0	0	68791.37671
1594	0	0	69325.72825
1595	0	0	68222.87772
1596	0	0	67702.21462
1597	0	0	68645.93155
1598	0	0	67160.58499
1599	0	0	68178.3352
1600	0	0	67038.55209
1601	0	0	68580.35739
1602	0	0	66544.84068
1603	0	0	67821.97775
1604	0	0	66533.98446
1605	0	0	68745.34401
1606	0	0	67053.02289
1607	0	0	66683.94556
1608	0	0	68317.34523
1609	0	0	68116.80021
1610	0	0	69061.46882
1611	0	0	67202.15189
1612	0	0	67573.64149
1613	0	0	68891.79321
1614	0	0	68262.92455
1615	0	0	67738.27912
1616	0	0	66542.31353
1617	0	0	67656.76965
1618	0	0	66277.61946
1619	0	0	66877.31242
1620	0	0	66517.22906
1621	0	0	67906.50887
1622	0	0	67653.85866
1623	0	0	66810.2856
1624	0	0	68393.22375
1625	0	0	66823.31578
1626	0	0	67842.46509
1627	0	0	68153.29337
1628	0	0	66297.91569
1629	0	0	68827.68373
1630	0	0	67914.01147
1631	0	0	67791.91622
1632	0	0	67803.23296
1633	0	0	66902.81425
1634	0	0	67049.91112
1635	0	0	66894.59815
1636	0	0	68763.72997
1637	0	0	67946.9586
1638	0	0	68590.45427
1639	0	0	68033.22897
1640	0	0	66814.29143
1641	0	0	67522.35912
1642	0	0	68500.94028
1643	0	0	68527.64837
1644	0	0	68287.60127
1645	0	0	68058.44355
1646	0	0	67983.88678
1647	0	0	68033.4258
1648	0	0	69199.99425
1649	0	0	67349.64879
1649.4	0	0	67807.64344
1650	0	0	68456.0405
1651	0	0	68386.80909
1652	0	0	68960.54508
1653	0	0	67525.50786
1654	0	0	67808.25148
1655	0	0	67028.81969
1656	0	0	67611.02831
1657	0	0	67972.97065
1658	0	0	67484.55149
1659	0	0	68430.09059
1660	0	0	66345.98374
1661	0	0	67959.08962
1662	0	0	68438.54825
1663	0	0	67651.3734
1664	0	0	68711.81963
1665	0	0	67641.80853
1666	0	0	67219.14428
1667	0	0	68728.68129
1668	0	0	66252.17033
1669	0	0	68677.16571
1670	0	0	67657.32051
1671	0	0	67031.90417
1672	0	0	68102.18213
1673	0	0	68011.17534
1674	0	0	66522.41917
1675	0	0	66729.38918
1676	0	0	68102.77981
1677	0	0	68294.99949
1678	0	0	66158.54166
1679	0	0	67334.40275
1680	0	0	68403.48283
1681	0	0	66719.62336
1682	0	0	68489.78689
1682.5	0	0	67448.49446
1683	0	0	67653.53161
1684	0	0	66782.50099
1685	0	0	67877.95417
1686	0	0	67227.64023
1687	0	0	66971.76788
1688	0	0	66303.36977
1689	0	0	67384.87469
1690	0	0	68208.7364
1691	0	0	68121.51432
1692	0	0	65862.4003
1693	0	0	67330.10831
1694	0	0	68108.79634
1695	0	0	65786.84899
1696	0	0	65768.7075
1697	0	0	67232.40001
1698	0	0	67994.67717
1699	0	0	67846.08081
1700	0	0	66711.56879
1701	0	0	67552.45664
1702	0	0	66236.80711
1703	0	0	66535.68672
1704	0	0	66105.13071
1705	0	0	66091.87204
1706	0	0	68095.86418
1707	0	0	66365.04804
1708	0	0	68165.56438
1709	0	0	66710.391
1710	0	0	67356.87997
1711	0	0	68359.56474
1712	0	0	67722.05362
1713	0	0	65940.63158
1714	0	0	67597.79962
1715	0	0	66022.73532
1716	0	0	67215.69475
1717	0	0	67644.63768
1718	0	0	66741.79124
1719	0	0	68243.22781
1720	0	0	66130.92842
1721	0	0	67588.77568
1722	0	0	66595.77739
1723	0	0	68087.71775
1724	0	0	67485.7177
1725	0	0	67019.31845
1726	0	0	66670.52659
1727	0	0	67697.58537
1727.5	0	0	67316.56101
1728	0	0	65955.11839
1729	0	0	68285.86178
1730	0	0	66270.06859
1731	0	0	65875.79689
1732	0	0	68633.11389
1733	0	0	66148.6221
1734	0	0	68007.12562
1735	0	0	66435.39382
1736	0	0	66581.36119
1737	0	0	68168.04168
1738	0	0	67404.80239
1739	0	0	67803.51555
1740	0	0	67451.64267
1740.8	0	0	67332.78778
1741	0	0	65835.06399
1742	0	0	66880.60227
1743	0	0	66775.89717
1744	0	0	65783.13129
1745	0	0	67920.24453
1746	0	0	68645.06374
1747	0	0	66625.50853
1748	0	0	65987.10824
1749	0	0	67037.6679
1750	0	0	65848.42987
1751	0	0	67188.49072
1752	0	0	66631.69979
1753	0	0	66414.41935
1753.6	0	0	66793.57577
1754	0	0	68212.12123
1755	0	0	67551.21598
1756	0	0	68128.97819
1757	0	0	67885.40427
1758	0	0	68095.69676
1759	0	0	67748.61382
1760	0	0	67448.12246
1761	0	0	66528.56556
1762	0	0	67143.14298
1763	0	0	66419.78993
1764	0	0	67840.47594
1765	10106.58281	0	68100.5715
1766	9189.051334	0	69013.04171
1767	10368.27231	0	70236.60342
1768	9655.690176	0	73193.83173
1769	10094.32661	0	73460.78793
1770	10154.21613	0	72085.68998
1771	9601.586962	0	74610.04367
1772	10315.35386	0	73245.29351
1773	9990.001048	0	73902.73125
1774	9726.90817	0	74324.63494
1774.6	9551.407519	0	73254.99408
1775	9726.524057	0	72088.18353
1776	9406.992946	0	74533.01414
1777	9849.109181	0	72183.68896
1778	9315.429549	0	72691.20389
1779	9494.560194	0	73354.40738
1780	0	0	74093.05445
1781	0	0	72337.40323
1782	9994.724614	0	75633.61003
1783	9620.553966	0	72670.63648
1784	9240.49491	0	72896.21595
1785	9784.335125	0	73208.4445
1786	10026.53501	0	73318.63621
1787	9611.019476	0	70088.4897
1788	9934.117804	0	74307.51897
1789	9648.404606	0	72989.65287
1790	10010.80752	0	73598.75631
1791	9827.605654	0	72658.91742
1792	9905.738838	0	72963.821
1793	9793.633133	0	73326.07593
1794	9801.199258	0	74456.45927
1795	9956.593541	0	73239.04301
1796	9991.057426	0	73888.04214
1797	9640.703935	0	73415.65577
1798	9642.11285	0	74969.31664
1799	10279.4628	0	73882.19808
1800	9901.986755	0	74934.85074
1800.5	9716.486333	0	73312.54236
1801	9417.65237	0	75301.55428
1802	9453.78041	0	73407.18246
1803	9640.385749	0	74731.69102
1804	10107.23	0	74270.16983
1805	10198.86134	0	74939.21297
1806	9969.210028	0	73120.47858
1807	9547.869287	0	74690.16103
1808	10184.70788	0	73115.09414
1809	0	0	74522.19373
1810	0	0	70681.74798
1811	0	0	72383.66374
1812	0	0	71087.83809
1813	0	0	71031.10142
1814	0	0	72202.50078
1815	9814.45967	0	70244.5803
1816	10186.8099	0	73636.32783
1817	9868.514054	0	72424.90215
1818	9789.190344	0	74790.95742
1819	10243.45225	0	73279.46142
1820	10090.81088	0	72540.22539
1821	9741.459395	0	73610.88136
1822	9858.925236	0	71633.94057
1823	10090.32258	0	73726.62304
1824	9973.375652	0	73787.76178
1825	10007.04367	0	73508.37961
1826	10057.26493	0	74241.86585
1827	9854.060488	0	73309.25275
1828	9817.682424	0	74895.13642
1829	9875.252541	0	74246.32208
1830	9825.470748	0	73548.47461
1831	10101.08951	0	74510.99543
1832	10210.83407	0	74094.60908
1833	9926.108585	0	75505.51633
1834	9683.69396	0	73808.9151
1835	9789.214759	0	72924.37226
1836	9871.785638	0	75260.00169
1837	10024.76882	0	74562.53376
1838	10369.72564	0	73249.77106
1839	10105.75274	0	75389.93143
1840	9837.678152	0	72942.10506
1841	9663.454085	0	74139.42496
1842	9996.105838	0	73149.89638
1843	9744.364757	0	75266.44804
1844	9385.288672	0	72732.31945
1845	9480.715318	0	73292.29313
1846	9780.893583	0	74859.19762
1847	9885.445177	0	74854.98574
1848	9922.706048	0	73314.14127
1849	9702.932829	0	73561.38586
1850	10283.44371	0	74212.90854
1851	9630.640584	0	73107.28465
1852	9931.870479	0	72740.60742
1853	10372.72866	0	74718.25814
1854	9897.567675	0	74022.21157
1855	9738.28547	0	74108.00494
1856	10097.94	0	73042.79303
1857	9990.246284	0	73423.22413
1858	9949.278237	0	73760.37641
1859	10315.5736	0	72530.78364
1860	9833.161412	0	74534.18922
1861	9791.460921	0	72906.4733
1862	9701.541185	0	73968.53442
1863	9861.311686	0	73710.89275
1864	9977.159948	0	75252.65255
1865	9848.518326	0	75171.70286
1866	10364.81826	0	73784.11627
1867	9663.527329	0	73175.43851
1868	9908.578753	0	75500.26646
1869	9897.738578	0	74540.14892
1870	9913.290811	0	74797.50976
1871	10078.74902	0	71789.23522
1872	9746.144446	0	72691.88115
1873	10250.47778	0	75243.68886
1874	10015.78323	0	73720.92468
1875	9876.693014	0	74227.9864
1876	9717.484054	0	75131.0674
1877	10316.45253	0	75429.93056
1878	10338.37606	0	72899.05616
1879	9783.599353	0	73386.74075
1880	10223.43211	0	74877.10732
1881	9851.448103	0	73098.31622
1882	9786.968596	0	73023.22638
