WELL	DAY	QWIO	PWFO
Inj-4	2059.580078	3873.9	38173
Inj-4	2060.060059	3906.3	40742
Inj-4	2061.25	3944.8	38649
Inj-4	2061.879883	3746.1	40614
Inj-4	2062.409912	3936.6	39743
Inj-4	2063.73999	3749.1	40015
Inj-4	2067.050049	3792.4	38631
Inj-4	2067.47998	3797.3	38629
Inj-4	2067.870117	3841.4	39540
Inj-4	2068.850098	4017.1	39018
Inj-4	2068.899902	3872	40242
Inj-4	2069	4191.9	38540
Inj-4	2069.25	4342.9	39169
Inj-4	2069.310059	4213.5	39574
Inj-4	2069.379883	4281.8	39721
Inj-4	2069.459961	4168.7	40337
Inj-4	2069.540039	4175.6	39173
Inj-4	2069.610107	4387.8	40630
Inj-4	2069.77002	4313.5	38658
Inj-4	2070.169922	4217.3	40888
Inj-4	2070.23999	4344.8	41056
Inj-4	2070.389893	4405.9	39893
Inj-4	2070.790039	4304	39588
Inj-4	2070.870117	4283.1	38235
Inj-4	2071.080078	4429	39862
Inj-4	2071.179932	4331.1	40077
Inj-4	2071.439941	4295	40687
Inj-4	2072.080078	4472	39547
Inj-4	2072.169922	4261	38008
Inj-4	2072.370117	4306.5	40851
Inj-4	2072.879883	4363.1	38217
Inj-4	2072.959961	4193.4	39926
Inj-4	2073.149902	4216.1	40260
Inj-4	2073.629883	4343	39155
Inj-4	2073.72998	4465.8	40458
Inj-4	2073.97998	4429.1	40630
Inj-4	2074.600098	4274.3	40473
Inj-4	2074.709961	4261.6	38035
Inj-4	2074.97998	4497.7	40128
Inj-4	2075.100098	4437.2	40598
Inj-4	2075.389893	4377.7	40849
Inj-4	2075.550049	4506.9	39236
Inj-4	2075.949951	4166.8	41063
Inj-4	2076.070068	4376.4	40811
Inj-4	2076.389893	4360.8	39651
Inj-4	2076.570068	4188.3	41081
Inj-4	2077.030029	4355.9	38152
Inj-4	2077.189941	4510	41071
Inj-4	2077.580078	4251	40566
Inj-4	2077.75	4233.1	39245
Inj-4	2078.169922	4388.2	39604
Inj-4	2078.379883	4322.5	40071
Inj-4	2078.899902	4299	40551
Inj-4	2079.030029	4203.4	39040
Inj-4	2079.169922	4332.5	38156
Inj-4	2079.280029	4469.1	39779
Inj-4	2079.389893	4247.5	39414
Inj-4	2079.51001	4307.6	38677
Inj-4	2079.820068	4315.9	39020
Inj-4	2080.590088	4251.3	41186
Inj-4	2080.800049	4452.9	40854
Inj-4	2081.320068	4320.1	40621
Inj-4	2081.580078	4179.6	38912
Inj-4	2082.22998	4178.9	40234
Inj-4	2082.439941	4301.2	39102
Inj-4	2082.949951	4323.2	38620
Inj-4	2083.080078	4324.8	40253
Inj-4	2083.219971	4518.5	38084
Inj-4	2083.370117	4266.3	40428
Inj-4	2083.530029	4371.2	40399
Inj-4	2083.699951	4413	41170
Inj-4	2084.139893	4432.6	39192
Inj-4	2085.23999	4408.6	38560
Inj-4	2085.449951	4394.9	39358
Inj-4	2085.969971	4358.2	38080
Inj-4	2086.120117	4356.5	39861
Inj-4	2086.48999	4401.2	40118
Inj-4	2086.669922	4446.2	40058
Inj-4	2087.129883	4440.9	39867
Inj-4	2088.280029	4402.8	40067
Inj-4	2088.459961	4493.8	39963
Inj-4	2088.919922	4303.6	40901
Inj-4	2089.030029	4383.1	40261
Inj-4	2089.149902	4190	40045
Inj-4	2089.280029	4436.9	39280
Inj-4	2089.419922	4202.6	39426
Inj-4	2089.580078	4413	40656
Inj-4	2089.97998	4174.8	39254
Inj-4	2090.959961	4172.6	39037
Inj-4	2091.149902	4515.4	38717
Inj-4	2091.610107	4343.7	39255
Inj-4	2091.719971	4485.3	39834
Inj-4	2091.830078	4464.3	40301
Inj-4	2091.939941	4408.6	40230
Inj-4	2092.070068	4502.9	41033
Inj-4	2092.189941	4219.7	38271
Inj-4	2092.469971	4489.4	38369
Inj-4	2093.189941	4506.5	38878
Inj-4	2093.310059	4237.3	39759
Inj-4	2093.590088	4199.7	39082
Inj-4	2093.820068	4382.1	38881
Inj-4	2094.370117	4356	38123
Inj-4	2094.51001	4405.9	38699
Inj-4	2094.659912	4398.4	38222
Inj-4	2094.830078	4338.7	39379
Inj-4	2094.97998	4474.1	38469
Inj-4	2095.149902	4432.5	39573
Inj-4	2095.570068	4422.7	39256
Inj-4	2095.909912	4363.8	39026
Inj-4	2096.73999	4494.6	39613
Inj-4	2097.149902	4230	40983
Inj-4	2098.169922	4320	40683
Inj-4	2098.540039	4385.3	40139
Inj-4	2098.899902	4431.7	40290
Inj-4	2099	3832.4	40992
Inj-4	2099.050049	3829.7	41071
Inj-4	2099.189941	3971.3	38210
Inj-4	2099.27002	4023	39957
Inj-4	2099.469971	3779.7	38780
Inj-4	2099.51001	3779.8	40748
Inj-4	2099.629883	3945	39029
Inj-4	2099.699951	3830.4	38814
Inj-4	2099.850098	4022.8	40109
Inj-4	2100.25	3788.5	39514
Inj-4	2100.300049	3710	38949
Inj-4	2100.419922	3962.2	39138
Inj-4	2100.719971	4002.2	39935
Inj-4	2100.790039	3683	39368
Inj-4	2100.959961	3927.1	39361
Inj-4	2101.030029	3819.1	40842
Inj-4	2101.199951	3902.6	39277
Inj-4	2101.27002	3929.8	39025
Inj-4	2101.459961	3888.2	38083
Inj-4	2101.550049	3920	38568
Inj-4	2101.780029	3703.4	38962
Inj-4	2101.870117	3818.4	39618
Inj-4	2102.100098	3932.7	39977
Inj-4	2102.679932	4018.2	39812
Inj-4	2102.77002	3887.2	38439
Inj-4	2102.969971	3996.7	38584
Inj-4	2103.080078	3807.4	40872
Inj-4	2103.370117	4023.6	39174
Inj-4	2103.52002	3847.6	38002
Inj-4	2103.870117	3716.8	40443
Inj-4	2103.969971	3963.4	38755
Inj-4	2104.22998	3706.3	39595
Inj-4	2104.360107	3781.2	40718
Inj-4	2104.709961	3715	37789
Inj-4	2104.810059	3813.1	38698
Inj-4	2105.090088	3871	40769
Inj-4	2105.189941	3801.5	40849
Inj-4	2105.439941	4014.7	39191
Inj-4	2106.070068	3924.6	40860
Inj-4	2106.129883	4010.3	39770
Inj-4	2106.280029	3808.1	40804
Inj-4	2106.409912	3751.7	40814
Inj-4	2106.72998	3883.9	38753
Inj-4	2106.810059	3816.9	39913
Inj-4	2106.899902	3888.1	40000
Inj-4	2106.98999	3927.4	40964
Inj-4	2107.100098	4020.6	39253
Inj-4	2107.219971	3948.6	40921
Inj-4	2107.51001	3694.8	40607
Inj-4	2107.679932	3745	38894
Inj-4	2108.110107	3790	37793
Inj-4	2108.26001	3853.1	39411
Inj-4	2108.639893	3983.1	40046
Inj-4	2108.830078	4015.4	39016
Inj-4	2109.310059	3927.4	38769
Inj-4	2109.52002	4009.8	40378
Inj-4	2110.040039	3930.2	38749
Inj-4	2110.25	3986.3	39317
Inj-4	2110.780029	3818.8	39197
Inj-4	2111.02002	3816.2	37888
Inj-4	2111.610107	4005.7	40816
Inj-4	2111.77002	3954.6	40801
Inj-4	2112.169922	4016	38513
Inj-4	2112.409912	3989	40619
Inj-4	2113	3858.4	38475
Inj-4	2113.129883	3686.7	40316
Inj-4	2113.469971	3864	39384
Inj-4	2113.709961	3970.1	39867
Inj-4	2114.320068	3903.1	38392
Inj-4	2114.47998	3739.1	39563
Inj-4	2114.879883	3700.5	40963
Inj-4	2115.879883	3921.1	37810
Inj-4	2116.110107	3688.2	39137
Inj-4	2116.689941	3911.1	39286
Inj-4	2116.959961	3794.9	38735
Inj-4	2117.639893	3984.9	39120
Inj-4	2117.810059	3967.7	38591
Inj-4	2118.23999	3798.8	37791
Inj-4	2118.48999	3813	40787
Inj-4	2119.139893	3993	38449
Inj-4	2119.300049	4009.3	40306
Inj-4	2119.469971	3892	40925
Inj-4	2119.669922	4011.8	39541
Inj-4	2119.879883	3785.5	40081
Inj-4	2120.040039	3960	40377
Inj-4	2120.439941	3793.3	40317
Inj-4	2121.459961	3756.4	40521
Inj-4	2121.659912	3799	39427
Inj-4	2122.149902	3820.8	39991
Inj-4	2122.409912	3836.5	39290
Inj-4	2123.040039	3974.1	39741
Inj-4	2124.639893	3848.4	39250
Inj-4	2124.860107	3878.9	40958
Inj-4	2125.399902	3791.3	40687
Inj-4	2125.540039	3687.5	39915
Inj-4	2125.689941	3886.7	37718
Inj-4	2125.860107	3768.9	40015
Inj-4	2126.040039	3928.1	39095
Inj-4	2126.23999	3991.8	39150
Inj-4	2126.72998	3884.4	40641
Inj-4	2126.899902	3746.4	39291
Inj-4	2127.340088	3733.4	40341
Inj-4	2127.51001	3728.4	40236
Inj-4	2127.929932	3989	38750
Inj-4	2128.97998	3727.5	38881
Inj-4	2129.149902	3902.1	40931
Inj-4	2129.560059	3847.8	37975
Inj-4	2130	3948.9	39913
Inj-4	2131.100098	3903.5	37977
Inj-4	2131.459961	3975.7	40589
Inj-4	2132.340088	3725.1	39478
Inj-4	2132.889893	3814.4	38648
Inj-4	2134.25	3856.3	39463
Inj-4	2134.530029	3859.1	38433
Inj-4	2135.22998	3840.1	38512
Inj-4	2135.399902	3796.7	40820
Inj-4	2135.600098	3976	38942
Inj-4	2135.810059	3913.5	39360
Inj-4	2136.030029	3712	37922
Inj-4	2136.27002	3748.1	39084
Inj-4	2136.850098	3963.5	40719
Inj-4	2138.320068	3748	40877
Inj-4	2138.72998	3832.3	40794
Inj-4	2138.830078	3749.6	40020
Inj-4	2138.939941	3798.3	40739
Inj-4	2139.060059	3885.3	39380
Inj-4	2139.199951	3725.2	37767
Inj-4	2139.350098	3930.1	39362
Inj-4	2139.719971	3906.6	40283
Inj-4	2140.659912	3941.4	38681
Inj-4	2140.98999	3899	40016
Inj-4	2141.840088	3722.6	40405
Inj-4	2142.050049	3840.2	39549
Inj-4	2142.27002	3961.8	37806
Inj-4	2142.5	3929.6	40065
Inj-4	2142.73999	3958.9	40870
Inj-4	2143	3846.5	38348
Inj-4	2143.639893	3705.8	38448
Inj-4	2143.800049	3741	38854
Inj-4	2143.97998	3740.9	40346
Inj-4	2144.169922	3978.7	39994
Inj-4	2144.389893	3684.4	39715
Inj-4	2144.610107	3928.7	39101
Inj-4	2145.169922	3878.3	40298
Inj-4	2146.580078	3794.4	40703
Inj-4	2147.129883	3842.6	38737
Inj-4	2148.51001	4025.4	40674
Inj-4	2149.040039	3702.8	40164
Inj-4	2149.169922	3984.4	39814
Inj-4	2149.310059	3924.1	39980
Inj-4	2149.47998	3943.9	39660
Inj-4	2149.649902	3888.7	38292
Inj-4	2149.840088	3899	38809
Inj-4	2150.320068	3926.7	37701
Inj-4	2151.52002	3954.1	40801
Inj-4	2152.060059	4031.6	39288
Inj-4	2152.199951	3934.4	40421
Inj-4	2152.350098	4012	37843
Inj-4	2152.51001	3873.7	38886
Inj-4	2152.689941	3875.4	40378
Inj-4	2152.889893	3859.9	40793
Inj-4	2153.399902	3951	39489
Inj-4	2154.649902	3881.6	39049
Inj-4	2155.169922	3995.3	40168
Inj-4	2156.459961	3759.7	38196
Inj-4	2156.709961	3685.4	39943
Inj-4	2157.330078	4007.4	39968
Inj-4	2157.47998	3927.7	39282
Inj-4	2157.649902	3962.7	39239
Inj-4	2157.840088	3914.5	38514
Inj-4	2158.050049	3983.4	40097
Inj-4	2158.27002	3953.2	38118
Inj-4	2158.810059	3855.5	38128
Inj-4	2160.169922	4004.4	38442
Inj-4	2160.560059	3802.6	39956
Inj-4	2161	3737.5	38932
Inj-4	2162.100098	3852.5	39397
Inj-4	2162.550049	3987.2	38116
Inj-4	2163.679932	3988.4	40178
Inj-4	2164.040039	3988.8	39615
Inj-4	2164.929932	3893.2	39560
Inj-4	2165.459961	3705.4	38456
Inj-4	2166.780029	3978.9	40399
Inj-4	2167.110107	4015.7	37907
Inj-4	2167.459961	4030.8	39873
Inj-4	2167.820068	3693.3	39329
Inj-4	2168.209961	3856.8	39202
Inj-4	2168.52002	3946.8	39452
Inj-4	2169.290039	3690.7	37852
Inj-4	2171.22998	3931.2	38375
Inj-4	2171.600098	3707.5	38047
Inj-4	2172.51001	3867.7	38100
Inj-4	2174.780029	3865.3	40401
Inj-4	2175.110107	3898.8	39316
Inj-4	2175.919922	3914.2	40390
Inj-4	2176.120117	3710.7	38096
Inj-4	2176.340088	3836	38253
Inj-4	2176.560059	3966.6	39766
Inj-4	2176.800049	3801.6	39687
Inj-4	2177.040039	3792	38347
Inj-4	2177.659912	3868.5	39601
Inj-4	2179.199951	3780.7	38979
Inj-4	2179.659912	3773.3	38512
Inj-4	2180.790039	3753	38885
Inj-4	2181.070068	3974	40714
Inj-4	2181.370117	4023.9	39126
Inj-4	2181.679932	3716.2	37746
Inj-4	2181.969971	3927.9	37946
Inj-4	2182.280029	3807.1	38571
Inj-4	2183.030029	4025.3	39758
Inj-4	2184.919922	3862	40715
Inj-4	2185.23999	3980.4	39881
Inj-4	2186.050049	3706.6	38484
Inj-4	2186.610107	3918.1	40089
Inj-4	2188.030029	4015.5	38386
Inj-4	2188.530029	3837.5	39905
Inj-4	2189.77002	4005.3	39900
Inj-4	2190.100098	3899.1	38708
Inj-4	2190.919922	3997.7	37859
Inj-4	2191	3876.1	39423
Inj-4	2191.189941	3861.8	38307
Inj-4	2191.679932	3743.6	38082
Inj-4	2191.800049	3920	38995
Inj-4	2191.939941	3714.4	38425
Inj-4	2192.080078	3889.9	38028
Inj-4	2192.25	3798.6	39556
Inj-4	2192.429932	3770.9	38519
Inj-4	2192.879883	3989.9	39614
Inj-4	2193.22998	3773.2	38855
Inj-4	2194.110107	3774.9	39416
Inj-4	2196.310059	3809.1	37924
Inj-4	2196.439941	3919.1	40431
Inj-4	2196.73999	3868.6	39230
Inj-4	2197.48999	3879.4	39387
Inj-4	2197.620117	3803.3	40815
Inj-4	2197.949951	3795.5	38135
Inj-4	2198.780029	3965.3	40742
Inj-4	2198.889893	3908.9	39067
Inj-4	2199.169922	3724.7	37992
Inj-4	2199.870117	3689.9	38299
Inj-4	2199.97998	4010.3	39136
Inj-4	2200.26001	3962.2	38808
Inj-4	2200.969971	3822.6	38432
Inj-4	2202.72998	3698.6	38890
Inj-4	2202.860107	3752.2	38456
Inj-4	2203.199951	3760.3	38962
Inj-4	2204.060059	3844.1	40412
Inj-4	2204.320068	3980.4	37864
Inj-4	2204.969971	3916.5	38480
Inj-4	2205.320068	3759.7	38035
Inj-4	2206.209961	3738.6	38990
Inj-4	2206.429932	3970.1	40339
Inj-4	2206.669922	4002.2	39453
Inj-4	2206.909912	3735.1	40800
Inj-4	2207.169922	3963.4	37586
Inj-4	2207.439941	3807.8	39064
Inj-4	2208.110107	3894	40777
Inj-4	2208.570068	3741.9	37635
Inj-4	2209.72998	3896.2	38405
Inj-4	2210.120117	3858.3	38705
Inj-4	2211.090088	3935.9	38154
Inj-4	2211.330078	3759.5	38924
Inj-4	2211.590088	3837.7	39883
Inj-4	2211.850098	3715.2	39946
Inj-4	2212.129883	3899.1	39377
Inj-4	2212.429932	3976.1	37828
Inj-4	2213.169922	3794.8	38195
Inj-4	2213.350098	3860.4	39887
Inj-4	2213.550049	3797.7	40064
Inj-4	2213.77002	3903	37796
Inj-4	2213.98999	3905.4	39954
Inj-4	2214.22998	3779.3	38379
Inj-4	2214.810059	3857.4	38262
Inj-4	2216.280029	3990.8	40351
Inj-4	2216.530029	3772.3	38088
Inj-4	2217.159912	3932.8	40289
Inj-4	2217.590088	3954.2	40439
Inj-4	2218.669922	3904.3	37645
Inj-4	2218.939941	3995.5	40755
Inj-4	2219.219971	3812.6	39851
Inj-4	2219.52002	3987.7	39928
Inj-4	2219.830078	3823.7	38193
Inj-4	2220.159912	3756.3	38672
Inj-4	2220.97998	3696.5	38356
Inj-4	2221.429932	3719.2	37963
Inj-4	2222	3902.6	39325
Inj-4	2223.419922	3950.2	38515
Inj-4	2223.72998	3816.4	39213
Inj-4	2224.52002	3949.3	39338
Inj-4	2224.899902	4028.7	39287
Inj-4	2225.860107	3934.7	38139
Inj-4	2226.090088	3906.3	40643
Inj-4	2226.340088	3695.7	38196
Inj-4	2226.610107	3899.6	40066
Inj-4	2226.879883	3787.2	37678
Inj-4	2227.159912	3933.8	37745
Inj-4	2227.850098	3807.5	39703
Inj-4	2228.030029	3790.4	39264
Inj-4	2228.219971	3832.7	40293
Inj-4	2228.429932	3809.3	38162
Inj-4	2228.649902	3998.7	38300
Inj-4	2228.879883	4017	38059
Inj-4	2229.459961	3865.7	38580
Inj-4	2230.919922	3696.5	38216
Inj-4	2231.310059	3887.5	38860
Inj-4	2232.300049	3992.5	38143
Inj-4	2232.72998	3795.7	39609
Inj-4	2233.790039	3694.4	39877
Inj-4	2234.219971	3996	40241
Inj-4	2235.300049	3713.5	38071
Inj-4	2235.699951	3886.9	39399
Inj-4	2236.709961	4022.9	40659
Inj-4	2237.209961	3779.6	37652
Inj-4	2238.469971	3766.6	39326
Inj-4	2238.810059	3903.9	39549
Inj-4	2239.649902	3795.2	40733
Inj-4	2239.850098	3686.1	37777
Inj-4	2240.070068	3824.2	39052
Inj-4	2240.300049	4029.2	39508
Inj-4	2240.540039	3709.9	38532
Inj-4	2240.790039	3709	40082
Inj-4	2241.409912	4011.6	39751
Inj-4	2242.969971	3944.3	38070
Inj-4	2243.149902	3802.2	38298
Inj-4	2243.610107	4001.5	40423
Inj-4	2244.73999	4032.3	40075
Inj-4	2245.100098	3766.6	37701
Inj-4	2246.01001	3991	38959
Inj-4	2246.419922	3886.6	40192
Inj-4	2246.75	3871.8	37862
Inj-4	2247.570068	3808.3	38105
Inj-4	2247.889893	3846.8	38693
Inj-4	2248.689941	3754.6	38116
Inj-4	2250.699951	3869.2	40110
Inj-4	2251.070068	3847.2	39067
Inj-4	2251.899902	4003.9	39385
Inj-4	2252	0	37265
Inj-4	2252.040039	0	36379
Inj-4	2252.149902	0	38508
Inj-4	2252.199951	0	38782
Inj-4	2252.310059	0	37647
Inj-4	2252.580078	0	37395
Inj-4	2252.610107	0	37712
Inj-4	2252.689941	0	36736
Inj-4	2252.889893	0	38523
Inj-4	2252.919922	0	36119
Inj-4	2253.01001	0	38341
Inj-4	2253.23999	0	37410
Inj-4	2253.290039	0	35808
Inj-4	2253.350098	0	35468
Inj-4	2253.409912	0	38455
Inj-4	2253.47998	0	35895
Inj-4	2253.550049	0	38213
Inj-4	2253.72998	0	36942
Inj-4	2253.780029	0	36500
Inj-4	2253.909912	0	36940
Inj-4	2254.23999	0	38310
Inj-4	2254.290039	0	35372
Inj-4	2254.429932	0	36104
Inj-4	2254.76001	0	37039
Inj-4	2254.840088	0	35453
Inj-4	2255.040039	0	35634
Inj-4	2255.129883	0	37884
Inj-4	2255.360107	0	37310
Inj-4	2255.469971	0	38124
Inj-4	2255.75	0	35612
Inj-4	2255.850098	0	37423
Inj-4	2256.100098	0	35661
Inj-4	2256.209961	0	35127
Inj-4	2256.47998	0	35011
Inj-4	2256.580078	0	35198
Inj-4	2256.840088	0	37848
Inj-4	2256.929932	0	36839
Inj-4	2257.159912	0	36957
Inj-4	2257.219971	0	37037
Inj-4	2257.280029	0	35473
Inj-4	2257.350098	0	34811
Inj-4	2257.429932	0	37299
Inj-4	2257.5	0	35672
Inj-4	2257.689941	0	36937
Inj-4	2258.159912	0	37544
Inj-4	2258.25	0	36056
Inj-4	2258.48999	0	35662
Inj-4	2258.600098	0	37204
Inj-4	2258.860107	0	35107
Inj-4	2258.949951	0	37882
Inj-4	2259.199951	0	36129
Inj-4	2259.310059	0	36785
Inj-4	2259.590088	0	35969
Inj-4	2259.719971	0	37684
Inj-4	2259.820068	0	36573
Inj-4	2260.080078	0	37256
Inj-4	2260.149902	0	37337
Inj-4	2260.219971	0	35406
Inj-4	2260.300049	0	37295
Inj-4	2260.389893	0	36040
Inj-4	2260.48999	0	36872
Inj-4	2260.72998	0	37744
Inj-4	2260.889893	0	35976
Inj-4	2261.280029	0	37086
Inj-4	2261.419922	0	36096
Inj-4	2261.76001	0	36859
Inj-4	2261.899902	0	36514
Inj-4	2262.25	0	35024
Inj-4	2262.370117	0	37717
Inj-4	2262.669922	0	34830
Inj-4	2262.800049	0	36507
Inj-4	2263.100098	0	35488
Inj-4	2263.22998	0	37388
Inj-4	2263.550049	0	35304
Inj-4	2263.669922	0	36424
Inj-4	2263.969971	0	35357
Inj-4	2264.090088	0	37269
Inj-4	2264.399902	0	36746
Inj-4	2264.47998	0	37098
Inj-4	2264.570068	0	37010
Inj-4	2264.659912	0	37600
Inj-4	2264.77002	0	35100
Inj-4	2264.870117	0	36642
Inj-4	2265.120117	0	34689
Inj-4	2265.73999	0	37170
Inj-4	2265.840088	0	35117
Inj-4	2266.090088	0	37401
Inj-4	2266.23999	0	35161
Inj-4	2266.639893	0	36177
Inj-4	2266.780029	0	35683
Inj-4	2267.129883	0	35056
Inj-4	2268.01001	0	35991
Inj-4	2268.129883	0	37447
Inj-4	2268.419922	0	35573
Inj-4	2268.550049	0	36394
Inj-4	2268.889893	0	34864
Inj-4	2269.040039	0	35909
Inj-4	2269.399902	0	36388
Inj-4	2269.550049	0	35439
Inj-4	2269.909912	0	35304
Inj-4	2270.090088	0	37380
Inj-4	2270.530029	0	35274
Inj-4	2270.689941	0	37340
Inj-4	2271.070068	0	34930
Inj-4	2271.290039	0	36032
Inj-4	2271.840088	0	35311
Inj-4	2272.02002	0	37284
Inj-4	2272.469971	0	35352
Inj-4	2272.629883	0	35951
Inj-4	2273.040039	0	35915
Inj-4	2274.060059	0	37916
Inj-4	2274.209961	0	35310
Inj-4	2274.570068	0	36246
Inj-4	2274.659912	0	35012
Inj-4	2274.76001	0	36384
Inj-4	2274.870117	0	36506
Inj-4	2274.98999	0	35842
Inj-4	2275.120117	0	36032
Inj-4	2275.449951	0	37886
Inj-4	2276.26001	0	35746
Inj-4	2276.439941	0	37446
Inj-4	2276.879883	0	36134
Inj-4	2276.98999	0	36848
Inj-4	2277.110107	0	36825
Inj-4	2277.23999	0	37784
Inj-4	2277.389893	0	35321
Inj-4	2277.540039	0	36063
Inj-4	2277.909912	0	36632
Inj-4	2278.840088	0	36951
Inj-4	2279.030029	0	36394
Inj-4	2279.51001	0	37502
Inj-4	2279.810059	0	35727
Inj-4	2280.550049	0	36162
Inj-4	2280.780029	0	36655
Inj-4	2281.370117	0	37713
Inj-4	2281.679932	0	37203
Inj-4	2282.439941	0	35858
Inj-4	2282.72998	0	36603
Inj-4	2282.899902	0	36765
Inj-4	2283	0	35500
Inj-4	2283.25	0	35949
Inj-4	2283.879883	0	36962
Inj-4	2284.179932	0	37341
Inj-4	2284.949951	0	35187
Inj-4	2285.25	0	35920
Inj-4	2285.97998	0	37905
Inj-4	2286.23999	0	37905
Inj-4	2286.879883	0	37386
Inj-4	2287.169922	0	37355
Inj-4	2287.879883	0	38061
Inj-4	2288.159912	0	37195
Inj-4	2288.850098	0	38057
Inj-4	2289.169922	0	36684
Inj-4	2289.969971	0	37891
Inj-4	2290.310059	0	36056
Inj-4	2291.159912	0	36239
Inj-4	2291.47998	0	36633
Inj-4	2292.290039	0	35514
Inj-4	2292.629883	0	35359
Inj-4	2293.48999	0	35716
Inj-4	2293.810059	0	37467
Inj-4	2294.070068	0	35660
Inj-4	2294.72998	0	36633
Inj-4	2295.050049	0	37793
Inj-4	2295.840088	0	36654
Inj-4	2296.169922	0	37211
Inj-4	2297	0	37397
Inj-4	2297.330078	0	37840
Inj-4	2298.159912	0	35557
Inj-4	2298.51001	0	37445
Inj-4	2299.399902	0	35709
Inj-4	2299.790039	0	37519
Inj-4	2299.879883	0	37549
Inj-4	2299.98999	0	36192
Inj-4	2300.110107	0	38072
Inj-4	2300.23999	0	35546
Inj-4	2300.379883	0	37072
Inj-4	2300.73999	0	36732
Inj-4	2300.830078	0	35977
Inj-4	2300.929932	0	38175
Inj-4	2301.040039	0	35711
Inj-4	2301.159912	0	36977
Inj-4	2301.290039	0	37577
Inj-4	2301.620117	0	37189
Inj-4	2302.449951	0	37503
Inj-4	2302.810059	0	37753
Inj-4	2303.719971	0	37355
Inj-4	2304.110107	0	36584
Inj-4	2305.110107	0	35701
Inj-4	2305.449951	0	36580
Inj-4	2305.540039	0	35675
Inj-4	2305.629883	0	35447
Inj-4	2305.73999	0	36350
Inj-4	2305.860107	0	36159
Inj-4	2305.97998	0	37621
Inj-4	2306.300049	0	35402
Inj-4	2307.100098	0	35446
Inj-4	2307.47998	0	37884
Inj-4	2308.419922	0	36871
Inj-4	2308.77002	0	37050
Inj-4	2308.850098	0	35631
Inj-4	2308.939941	0	35188
Inj-4	2309.040039	0	36953
Inj-4	2309.149902	0	38252
Inj-4	2309.280029	0	37476
Inj-4	2309.580078	0	38019
Inj-4	2310.350098	0	35632
Inj-4	2310.709961	0	35615
Inj-4	2311.629883	0	38160
Inj-4	2311.939941	0	35631
Inj-4	2312.72998	0	37504
Inj-4	2313.070068	0	38240
Inj-4	2313.899902	0	37873
Inj-4	2314	3738.4	38834
Inj-4	2314.040039	3933.5	36914
Inj-4	2314.139893	3933.2	37539
Inj-4	2314.179932	3821.8	38404
Inj-4	2314.290039	3746.1	39863
Inj-4	2314.330078	3794.5	37507
Inj-4	2314.439941	3708.7	39412
Inj-4	2314.48999	3883.3	40402
Inj-4	2314.600098	3894.5	38170
Inj-4	2314.639893	4016.7	39529
Inj-4	2314.75	3837.5	39623
Inj-4	2314.800049	3931.5	39210
Inj-4	2314.810059	3733.9	37688
Inj-4	2314.820068	3816.4	38606
Inj-4	2314.840088	3770.8	38833
Inj-4	2314.860107	3977.9	39241
Inj-4	2314.870117	4004.4	40136
Inj-4	2314.919922	3735.8	37561
Inj-4	2315.030029	3691.4	39918
Inj-4	2315.070068	4024	40610
Inj-4	2315.169922	3708.3	39696
Inj-4	2315.219971	4001.7	40107
Inj-4	2315.340088	3887.8	38094
Inj-4	2315.379883	3784.1	37601
Inj-4	2315.5	4029.6	40163
Inj-4	2315.560059	3775.7	40562
Inj-4	2315.699951	3971.2	40350
Inj-4	2315.75	3921.9	39772
Inj-4	2315.870117	4006	39401
Inj-4	2315.899902	3714.4	39310
Inj-4	2315.929932	3702.1	37724
Inj-4	2315.969971	4027.2	39974
Inj-4	2316.01001	3707.1	38326
Inj-4	2316.050049	3943	38474
Inj-4	2316.149902	3727.4	38525
Inj-4	2316.209961	3938.9	38744
Inj-4	2316.340088	3824.6	39744
Inj-4	2316.379883	3754.6	39939
Inj-4	2316.5	3890	38618
Inj-4	2316.560059	3735.8	40225
Inj-4	2316.709961	3959.5	40616
Inj-4	2316.77002	3985.3	39833
Inj-4	2316.899902	3975.5	40696
Inj-4	2317.23999	3761.5	38929
Inj-4	2317.280029	3963.7	40658
Inj-4	2317.370117	3982.3	39157
Inj-4	2317.429932	3975.4	39905
Inj-4	2317.590088	3780.8	39545
Inj-4	2317.659912	3880	40163
Inj-4	2317.820068	3863.9	39747
Inj-4	2317.870117	3918.7	38176
Inj-4	2317.909912	3972.7	38215
Inj-4	2317.959961	3729.6	37775
Inj-4	2318.01001	3872.2	37835
Inj-4	2318.050049	3925.6	38404
Inj-4	2318.179932	3904.4	38879
Inj-4	2318.25	3728.7	40514
Inj-4	2318.429932	3832	38264
Inj-4	2318.5	3825.4	39788
Inj-4	2318.669922	4003.7	40776
Inj-4	2318.75	3856.5	38622
Inj-4	2318.949951	3819.9	37809
Inj-4	2319.040039	3910.5	39164
Inj-4	2319.25	3863	40227
Inj-4	2319.340088	3997.6	39914
Inj-4	2319.560059	3843.5	40973
Inj-4	2319.639893	3907.3	38950
Inj-4	2319.860107	3824.1	40531
Inj-4	2319.939941	3771.9	38161
Inj-4	2320.129883	3865.1	38172
Inj-4	2320.23999	3836.3	40838
Inj-4	2320.5	3932.7	38293
Inj-4	2320.570068	3879.1	40283
Inj-4	2320.73999	3988.8	41013
Inj-4	2320.840088	3747.5	38070
Inj-4	2321.080078	3756.3	37920
Inj-4	2321.159912	3709.1	40715
